番号,0数,1:x,2:y,3:minx,4:maxx,5:miny,6:maxy,7:幅,8:長さ,9:L1,10:L2,11:L3,12:L4,13:L5,14:L6,15:L7,16:L8,17:L9,18:L10,19:L11,20:L12,21:L13,22:L14,23:L15,24:L16,25:数p,26:xp,27:yp,28:x0p,29:x9p,30:y0p,31:y9p,32:widthp,33:heightp,34,35,36,37,38,39:縦横比,40:短辺,41:長辺,42:扁平率,43:円形度,44:楕円度,45:四角度,46:外周,47:平均幅,48:平均長さ,49:折返数,50:面積外周比,51:短辺向き,52長辺向:針路,53,54,55,56,57,58,59,60:平均,61:min,62:max,63:内部差,64:外平均,65:内外差,66,67,68,69,70,71,72,73,74,75:key,76:min,77:max,78:評価関数,79:flag,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,
1, 181898,387,310,1,638, 1,478,638,478,638, 655,646,619,577,513, 499,498,478,593,685, 751,788,795,772,718, 5921,6047,6458,16,9969, 21,9958,9969,9958,0, 0,0,0,0,16631, 478,795,6012,3664,7594, 5964,3610,1012,18,14, 503,90,146,1,638, 1,478,638,478,0, 126,53,255,202,117, 9,-64,0,0,0, 0,0,0,0,1, 0,0,0,0,0, 1250,181,61,860,293, 1643,238,0,0,0, 0,0,0,0,0, 0,0,0,1250,0,
